Date,Hour,Emission Factor (kg CO2 per kWh)
2024-03-17,11,0.547071
2024-03-17,12,0.534917
2024-03-17,13,0.550358
2024-03-17,14,0.591731
2024-03-17,15,0.54754
2024-03-17,16,0.523916
2024-03-17,17,0.539797
2024-03-17,18,0.492565
2024-03-17,19,0.541032
2024-03-17,20,0.511645
2024-03-17,21,0.537812
2024-03-17,22,0.53517
2024-03-17,23,0.53723
2024-03-17,24,0.504126
2024-03-19,1,0.527131
2024-03-19,2,0.538025
2024-03-19,3,0.556867
2024-03-19,4,0.56875
2024-03-19,5,0.538579
2024-03-19,6,0.555853
2024-03-19,7,0.483583
2024-03-19,8,0.482293
2024-03-19,9,0.516568
2024-03-19,10,0.501777
2024-03-19,11,0.541494
2024-03-19,12,0.543923
2024-03-19,13,0.555392
2024-03-19,14,0.529883
2024-03-19,15,0.54637
2024-03-19,16,0.537032
2024-03-19,17,0.488352
2024-03-19,18,0.496585
2024-03-19,19,0.514433
2024-03-19,20,0.547428
2024-03-19,21,0.503601
2024-03-19,22,0.506944
2024-03-19,23,0.535438
2024-03-19,24,0.482122
2024-03-23,1,0.50581
2024-03-23,2,0.568362
2024-03-23,3,0.543543
2024-03-23,4,0.56378
2024-03-23,5,0.564832
2024-03-23,6,0.595069
2024-03-23,7,0.485718
2024-03-23,8,0.495046
2024-03-23,9,0.558952
2024-03-23,10,0.539302
2024-03-23,11,0.552879
2024-03-23,12,0.521465
2024-03-23,13,0.506003
2024-03-23,14,0.540908
2024-03-23,15,0.528726
2024-03-23,16,0.494507
2024-03-23,17,0.47719
2024-03-23,18,0.512851
2024-03-23,19,0.475412
2024-03-23,20,0.502988
2024-03-23,21,0.484487
2024-03-23,22,0.514509
2024-03-23,23,0.511756
2024-03-23,24,0.540403
2024-03-24,1,0.523446
2024-03-24,2,0.531985
2024-03-24,3,0.554429
2024-03-24,4,0.583525
2024-03-24,5,0.55348
2024-03-24,6,0.504804
2024-03-24,7,0.509056
2024-03-24,8,0.497484
2024-03-24,9,0.524508
2024-03-24,10,0.572932
2024-03-24,11,0.510781
2024-03-24,12,0.577125
2024-03-24,13,0.536946
2024-03-24,14,0.536917
2024-03-24,15,0.516431
2024-03-24,16,0.514357
2024-03-24,17,0.532916
2024-03-24,18,0.500703
2024-03-24,19,0.50281
2024-03-24,20,0.524813
2024-03-24,21,0.524966
2024-03-24,22,0.478318
2024-03-24,23,0.482398
2024-03-24,24,0.506456
2024-03-26,1,0.524312
2024-03-26,2,0.555822
2024-03-26,3,0.564422
2024-03-26,4,0.533157
2024-03-26,5,0.569052
2024-03-26,6,0.56888
2024-03-26,7,0.534456
2024-03-26,8,0.529142
2024-03-26,9,0.53435
2024-03-26,10,0.524822
2024-03-26,11,0.582986
2024-03-26,12,0.558735
2024-03-26,13,0.55988
2024-03-26,14,0.570357
2024-03-26,15,0.563123
2024-03-26,16,0.524481
2024-03-26,17,0.492451
2024-03-26,18,0.50872
2024-03-26,19,0.493503
2024-03-26,20,0.524648
2024-03-26,21,0.514489
2024-03-26,22,0.549729
2024-03-26,23,0.565886
2024-03-26,24,0.476292
2024-03-27,1,0.534861
2024-03-27,2,0.553541
2024-03-27,3,0.548477
2024-03-27,4,0.545994
2024-03-27,5,0.568921
2024-03-27,6,0.477458
2024-03-27,7,0.498332
2024-03-27,8,0.521096
2024-03-27,9,0.499653
2024-03-27,10,0.533717
2024-03-27,11,0.573154
2024-03-27,12,0.535305
2024-03-27,13,0.504573
2024-03-27,14,0.54577
2024-03-27,15,0.558135
2024-03-27,16,0.480584
2024-03-27,17,0.539359
2024-03-27,18,0.474493
2024-03-27,19,0.511107
2024-03-27,20,0.528951
2024-03-27,21,0.527049
2024-03-27,22,0.506054
2024-03-27,23,0.518703
2024-03-27,24,0.517916
2024-03-28,1,0.54324
2024-03-28,2,0.52698
2024-03-28,3,0.564843
2024-03-28,4,0.586545
2024-03-28,5,0.558003
2024-03-28,6,0.512133
2024-03-28,7,0.534681
2024-03-28,8,0.518891
2024-03-28,9,0.517209
2024-03-28,10,0.544162
2024-03-28,11,0.54526
2024-03-28,12,0.569536
2024-03-28,13,0.54466
2024-03-28,14,0.547494
2024-03-28,15,0.549971
2024-03-28,16,0.458709
2024-03-28,17,0.514451
2024-03-28,18,0.538299
2024-03-28,19,0.55262
2024-03-28,20,0.507566
2024-03-28,21,0.515892
2024-03-28,22,0.50309
2024-03-28,23,0.534932
2024-03-28,24,0.515995
2024-03-29,1,0.555486
2024-03-29,2,0.522318
2024-03-29,3,0.551063
2024-03-29,4,0.579679
2024-03-29,5,0.601645
2024-03-29,6,0.481776
2024-03-29,7,0.516531
2024-03-29,8,0.552918
2024-03-29,9,0.502579
2024-03-29,10,0.518506
2024-03-29,11,0.519295
2024-03-29,12,0.542021
2024-03-29,13,0.569912
2024-03-29,14,0.544397
2024-03-29,15,0.519057
2024-03-29,16,0.515784
2024-03-29,17,0.521397
2024-03-29,18,0.521779
2024-03-29,19,0.526326
2024-03-29,20,0.524992
2024-03-29,21,0.503384
2024-03-29,22,0.530281
2024-03-29,23,0.519354
2024-03-29,24,0.519915
2024-03-30,1,0.523941
2024-03-30,2,0.520558
2024-03-30,3,0.567922
2024-03-30,4,0.580081
2024-03-30,5,0.582008
2024-03-30,6,0.488877
2024-03-30,7,0.517591
2024-03-30,8,0.50475
2024-03-30,9,0.51935
2024-03-30,10,0.52547
2024-03-30,11,0.511524
2024-03-30,12,0.53137
2024-03-30,13,0.535585
2024-03-30,14,0.543662
2024-03-30,15,0.542521
2024-03-30,16,0.494807
2024-03-30,17,0.524159
2024-03-30,18,0.499096
2024-03-30,19,0.502324
2024-03-30,20,0.542781
2024-03-30,21,0.535984
2024-03-30,22,0.462067
2024-03-30,23,0.513029
2024-03-30,24,0.526648
2024-04-02,1,0.498446
2024-04-02,2,0.563083
2024-04-02,3,0.581996
2024-04-02,4,0.540275
2024-04-02,5,0.594811
2024-04-02,6,0.53602
2024-04-02,7,0.494264
2024-04-02,8,0.522805
2024-04-02,9,0.504688
2024-04-02,10,0.520936
2024-04-02,11,0.546068
2024-04-02,12,0.55702
2024-04-02,13,0.546334
2024-04-02,14,0.555548
2024-04-02,15,0.552193
2024-04-02,16,0.501702
2024-04-02,17,0.510046
2024-04-02,18,0.480253
2024-04-02,19,0.527825
2024-04-02,20,0.530888
2024-04-02,21,0.531592
2024-04-02,22,0.49917
2024-04-02,23,0.499956
2024-04-02,24,0.520078
2024-04-03,1,0.51469
2024-04-03,2,0.511796
2024-04-03,3,0.532959
2024-04-03,4,0.563362
2024-04-03,5,0.568895
2024-04-03,6,0.533551
2024-04-03,7,0.454193
2024-04-03,8,0.520657
2024-04-03,9,0.522136
2024-04-03,10,0.545034
2024-04-03,11,0.519395
2024-04-03,12,0.519324
2024-04-03,13,0.556135
2024-04-03,14,0.559386
2024-04-03,15,0.568654
2024-04-03,16,0.478625
2024-04-03,17,0.51526
2024-04-03,18,0.491178
2024-04-03,19,0.544707
2024-04-03,20,0.569696
2024-04-03,21,0.511953
2024-04-03,22,0.519448
2024-04-03,23,0.477689
2024-04-03,24,0.523678
2024-04-05,1,0.513211
2024-04-05,2,0.527167
2024-04-05,3,0.550313
2024-04-05,4,0.56584
2024-04-05,5,0.562855
2024-04-05,6,0.504549
2024-04-05,7,0.506256
2024-04-05,8,0.482975
2024-04-05,9,0.518962
2024-04-05,10,0.5289
2024-04-05,11,0.533993
2024-04-05,12,0.549682
2024-04-05,13,0.532678
2024-04-05,14,0.570184
2024-04-05,15,0.507903
2024-04-05,16,0.532479
2024-04-05,17,0.502679
2024-04-05,18,0.523266
2024-04-05,19,0.50567
2024-04-05,20,0.540216
2024-04-05,21,0.541153
2024-04-05,22,0.493024
2024-04-05,23,0.512246
2024-04-05,24,0.519166
2024-04-06,1,0.512765
2024-04-06,2,0.533931
2024-04-06,3,0.557372
2024-04-06,4,0.557746
2024-04-06,5,0.546534
2024-04-06,6,0.537174
2024-04-06,7,0.489959
2024-04-06,8,0.520759
2024-04-06,9,0.512435
2024-04-06,10,0.535358
2024-04-06,11,0.552075
2024-04-06,12,0.514656
2024-04-06,13,0.552707
2024-04-06,14,0.539529
2024-04-06,15,0.508606
2024-04-06,16,0.527552
2024-04-06,17,0.483741
2024-04-06,18,0.512706
2024-04-06,19,0.526149
2024-04-06,20,0.509736
2024-04-06,21,0.479654
2024-04-06,22,0.503606
2024-04-06,23,0.495074
2024-04-06,24,0.521932
2024-04-08,1,0.558427
2024-04-08,2,0.529017
2024-04-08,3,0.552822
2024-04-08,4,0.557878
2024-04-08,5,0.548804
2024-04-08,6,0.553733
2024-04-08,7,0.516727
2024-04-08,8,0.51605
2024-04-08,9,0.525718
2024-04-08,10,0.574548
2024-04-08,11,0.52906
2024-04-08,12,0.587965
2024-04-08,13,0.574505
2024-04-08,14,0.558417
2024-04-08,15,0.518895
2024-04-08,16,0.512859
2024-04-08,17,0.506937
2024-04-08,18,0.516552
2024-04-08,19,0.543401
2024-04-08,20,0.543014
2024-04-08,21,0.554005
2024-04-08,22,0.525043
2024-04-08,23,0.522222
2024-04-08,24,0.544237
2024-04-09,1,0.498189
2024-04-09,2,0.531106
2024-04-09,3,0.539846
2024-04-09,4,0.572272
2024-04-09,5,0.509036
2024-04-09,6,0.518036
2024-04-09,7,0.478696
2024-04-09,8,0.510979
2024-04-09,9,0.538092
2024-04-09,10,0.509505
2024-04-09,11,0.552501
2024-04-09,12,0.567631
2024-04-09,13,0.539229
2024-04-09,14,0.500008
2024-04-09,15,0.57317
2024-04-09,16,0.53421
2024-04-09,17,0.508731
2024-04-09,18,0.51893
2024-04-09,19,0.555454
2024-04-09,20,0.502568
2024-04-09,21,0.51515
2024-04-09,22,0.51412
2024-04-09,23,0.512312
2024-04-09,24,0.485798
2024-04-10,1,0.528258
2024-04-10,2,0.542815
2024-04-10,3,0.544411
2024-04-10,4,0.602365
2024-04-10,5,0.537843
2024-04-10,6,0.574136
2024-04-10,7,0.487447
2024-04-10,8,0.468719
2024-04-10,9,0.490922
2024-04-10,10,0.527807
2024-04-10,11,0.542077
2024-04-10,12,0.554828
2024-04-10,13,0.524693
2024-04-10,14,0.526332
2024-04-10,15,0.527013
2024-04-10,16,0.547701
2024-04-10,17,0.501334
2024-04-10,18,0.50784
2024-04-10,19,0.504989
2024-04-10,20,0.536421
2024-04-10,21,0.492172
2024-04-10,22,0.495415
2024-04-10,23,0.532174
2024-04-10,24,0.508236
2024-04-11,1,0.5109
2024-04-11,2,0.541921
2024-04-11,3,0.527875
2024-04-11,4,0.555276
2024-04-11,5,0.549581
2024-04-11,6,0.510406
2024-04-11,7,0.501101
2024-04-11,8,0.504906
2024-04-11,9,0.530982
2024-04-11,10,0.518579
2024-04-11,11,0.533799
2024-04-11,12,0.511665
2024-04-11,13,0.54468
2024-04-11,14,0.550665
2024-04-11,15,0.551875
2024-04-11,16,0.50901
2024-04-11,17,0.502504
2024-04-11,18,0.516803
2024-04-11,19,0.511432
2024-04-11,20,0.528768
2024-04-11,21,0.578591
2024-04-11,22,0.487404
2024-04-11,23,0.554366
2024-04-11,24,0.484385
2024-04-15,1,0.476542
2024-04-15,2,0.548693
2024-04-15,3,0.562627
2024-04-15,4,0.542336
2024-04-15,5,0.547832
2024-04-15,6,0.52886
2024-04-15,7,0.512876
2024-04-15,8,0.506813
2024-04-15,9,0.531963
2024-04-15,10,0.54683
2024-04-15,11,0.544239
2024-04-15,12,0.563636
2024-04-15,13,0.551956
2024-04-15,14,0.565284
2024-04-15,15,0.530157
2024-04-15,16,0.515762
2024-04-15,17,0.516717
2024-04-15,18,0.549407
2024-04-15,19,0.550088
2024-04-15,20,0.525964
2024-04-15,21,0.519422
2024-04-15,22,0.539285
2024-04-15,23,0.545458
2024-04-15,24,0.531691
2024-04-17,1,0.479636
2024-04-17,2,0.550131
2024-04-17,3,0.54916
2024-04-17,4,0.558526
2024-04-17,5,0.5592
2024-04-17,6,0.479419
2024-04-17,7,0.507396
2024-04-17,8,0.541754
2024-04-17,9,0.527139
2024-04-17,10,0.548085
2024-04-17,11,0.560578
2024-04-17,12,0.549362
2024-04-17,13,0.536916
2024-04-17,14,0.546562
2024-04-17,15,0.537758
2024-04-17,16,0.508372
2024-04-17,17,0.491069
2024-04-17,18,0.542619
2024-04-17,19,0.51213
2024-04-17,20,0.509176
2024-04-17,21,0.533725
2024-04-17,22,0.507895
2024-04-17,23,0.500345
2024-04-17,24,0.520346
2024-04-18,1,0.523703
2024-04-18,2,0.524943
2024-04-18,3,0.547195
2024-04-18,4,0.535826
2024-04-18,5,0.570207
2024-04-18,6,0.518051
2024-04-18,7,0.51528
2024-04-18,8,0.512428
2024-04-18,9,0.50022
2024-04-18,10,0.543629
2024-04-18,11,0.539398
2024-04-18,12,0.54566
2024-04-18,13,0.557407
2024-04-18,14,0.504424
2024-04-18,15,0.555642
2024-04-18,16,0.524141
2024-04-18,17,0.518111
2024-04-18,18,0.510277
2024-04-18,19,0.516228
2024-04-18,20,0.559257
2024-04-18,21,0.502313
2024-04-18,22,0.505533
2024-04-18,23,0.515789
2024-04-18,24,0.551336
2024-04-19,1,0.526674
2024-04-19,2,0.552354
2024-04-19,3,0.564419
2024-04-19,4,0.544244
2024-04-19,5,0.603084
2024-04-19,6,0.51163
2024-04-19,7,0.497676
2024-04-19,8,0.505268
2024-04-19,9,0.559988
2024-04-19,10,0.507616
2024-04-19,11,0.550006
2024-04-19,12,0.538911
2024-04-19,13,0.570117
2024-04-19,14,0.57698
2024-04-19,15,0.539586
2024-04-19,16,0.503625
2024-04-19,17,0.506117
2024-04-19,18,0.49819
2024-04-19,19,0.539877
2024-04-19,20,0.526668
2024-04-19,21,0.53442
2024-04-19,22,0.543392
2024-04-19,23,0.492047
2024-04-19,24,0.500705
2024-04-20,1,0.521928
2024-04-20,2,0.526635
2024-04-20,3,0.56487
2024-04-20,4,0.590628
2024-04-20,5,0.572485
2024-04-20,6,0.517954
2024-04-20,7,0.512567
2024-04-20,8,0.493627
2024-04-20,9,0.526371
2024-04-20,10,0.520357
2024-04-20,11,0.529253
2024-04-20,12,0.542733
2024-04-20,13,0.523624
2024-04-20,14,0.52391
2024-04-20,15,0.512436
2024-04-20,16,0.539653
2024-04-20,17,0.506242
2024-04-20,18,0.498664
2024-04-20,19,0.525573
2024-04-20,20,0.570979
2024-04-20,21,0.520691
2024-04-20,22,0.547192
2024-04-20,23,0.4874
2024-04-20,24,0.531796
2024-04-23,1,0.535118
2024-04-23,2,0.540305
2024-04-23,3,0.554472
2024-04-23,4,0.593753
2024-04-23,5,0.529407
2024-04-23,6,0.540481
2024-04-23,7,0.48859
2024-04-23,8,0.498726
2024-04-23,9,0.549203
2024-04-23,10,0.505274
2024-04-23,11,0.575879
2024-04-23,12,0.521654
2024-04-23,13,0.53234
2024-04-23,14,0.543783
2024-04-23,15,0.526917
2024-04-23,16,0.528349
2024-04-23,17,0.511853
2024-04-23,18,0.518698
2024-04-23,19,0.477225
2024-04-23,20,0.500952
2024-04-23,21,0.554693
2024-04-23,22,0.526726
2024-04-23,23,0.495359
2024-04-23,24,0.481637
2024-04-24,1,0.519464
2024-04-24,2,0.535344
2024-04-24,3,0.556925
2024-04-24,4,0.548083
2024-04-24,5,0.558195
2024-04-24,6,0.557202
2024-04-24,7,0.47777
2024-04-24,8,0.499771
2024-04-24,9,0.550268
2024-04-24,10,0.569812
2024-04-24,11,0.539441
2024-04-24,12,0.520462
2024-04-24,13,0.547332
2024-04-24,14,0.525816
2024-04-24,15,0.515774
2024-04-24,16,0.519755
2024-04-24,17,0.512648
2024-04-24,18,0.536943
2024-04-24,19,0.541116
2024-04-24,20,0.553718
2024-04-24,21,0.552553
2024-04-24,22,0.531792
2024-04-24,23,0.527428
2024-04-24,24,0.509498
2024-04-25,1,0.539369
2024-04-25,2,0.53093
2024-04-25,3,0.558339
2024-04-25,4,0.552944
2024-04-25,5,0.561728
2024-04-25,6,0.527946
2024-04-25,7,0.544045
2024-04-25,8,0.505316
2024-04-25,9,0.547203
2024-04-25,10,0.532381
2024-04-25,11,0.553198
2024-04-25,12,0.57264
2024-04-25,13,0.541049
2024-04-25,14,0.538159
2024-04-25,15,0.536757
2024-04-25,16,0.508377
2024-04-25,17,0.555828
2024-04-25,18,0.486268
2024-04-25,19,0.509985
2024-04-25,20,0.529365
2024-04-25,21,0.542592
2024-04-25,22,0.521406
2024-04-25,23,0.530584
2024-04-25,24,0.516615
2024-04-27,1,0.519683
2024-04-27,2,0.566747
2024-04-27,3,0.560498
2024-04-27,4,0.572152
2024-04-27,5,0.58174
2024-04-27,6,0.523084
2024-04-27,7,0.45902
2024-04-27,8,0.487387
2024-04-27,9,0.526033
2024-04-27,10,0.524489
2024-04-27,11,0.535527
2024-04-27,12,0.558599
2024-04-27,13,0.582203
2024-04-27,14,0.543781
2024-04-27,15,0.551301
2024-04-27,16,0.523086
2024-04-27,17,0.507404
2024-04-27,18,0.528611
2024-04-27,19,0.541114
2024-04-27,20,0.533546
2024-04-27,21,0.536024
2024-04-27,22,0.49781
2024-04-27,23,0.550221
2024-04-27,24,0.541517
2024-04-28,1,0.541177
2024-04-28,2,0.511712
2024-04-28,3,0.534066
2024-04-28,4,0.590032
2024-04-28,5,0.586069
2024-04-28,6,0.520801
2024-04-28,7,0.496877
2024-04-28,8,0.483377
2024-04-28,9,0.51937
2024-04-28,10,0.516999
2024-04-28,11,0.551215
2024-04-28,12,0.577153
2024-04-28,13,0.546008
2024-04-28,14,0.554341
2024-04-28,15,0.547359
2024-04-28,16,0.519634
2024-04-28,17,0.479457
2024-04-28,18,0.518486
2024-04-28,19,0.519712
2024-04-28,20,0.565481
2024-04-28,21,0.533759
2024-04-28,22,0.486113
2024-04-28,23,0.519174
2024-04-28,24,0.57205
2024-04-29,1,0.538661
2024-04-29,2,0.527842
2024-04-29,3,0.519747
2024-04-29,4,0.553894
2024-04-29,5,0.550661
2024-04-29,6,0.548596
2024-04-29,7,0.510964
2024-04-29,8,0.510693
2024-04-29,9,0.533642
2024-04-29,10,0.512859
2024-04-29,11,0.51971
2024-04-29,12,0.547474
2024-04-29,13,0.507428
2024-04-29,14,0.562089
2024-04-29,15,0.541669
2024-04-29,16,0.530074
2024-04-29,17,0.493568
2024-04-29,18,0.506071
2024-04-29,19,0.538052
2024-04-29,20,0.530414
2024-04-29,21,0.525402
2024-04-29,22,0.508079
2024-04-29,23,0.530968
2024-04-29,24,0.539512
2024-04-30,1,0.523538
2024-04-30,2,0.54335
2024-04-30,3,0.556702
2024-04-30,4,0.553614
2024-04-30,5,0.553309
2024-04-30,6,0.546197
2024-04-30,7,0.532875
2024-04-30,8,0.508601
2024-04-30,9,0.516918
2024-04-30,10,0.523159
2024-04-30,11,0.520566
2024-04-30,12,0.560097
2024-04-30,13,0.508105
2024-04-30,14,0.552152
2024-04-30,15,0.530073
2024-04-30,16,0.517115
2024-04-30,17,0.518301
2024-04-30,18,0.482941
2024-04-30,19,0.525222
2024-04-30,20,0.519003
2024-04-30,21,0.532061
2024-04-30,22,0.503231
2024-04-30,23,0.512042
2024-04-30,24,0.505705
2024-05-02,1,0.550698
2024-05-02,2,0.529666
2024-05-02,3,0.552111
2024-05-02,4,0.564175
2024-05-02,5,0.552102
2024-05-02,6,0.523339
2024-05-02,7,0.489325
2024-05-02,8,0.489646
2024-05-02,9,0.545388
2024-05-02,10,0.509822
2024-05-02,11,0.553881
2024-05-02,12,0.528245
2024-05-02,13,0.538803
2024-05-02,14,0.48865
2024-05-02,15,0.535111
2024-05-02,16,0.502779
2024-05-02,17,0.502354
2024-05-02,18,0.51237
2024-05-02,19,0.518218
2024-05-02,20,0.468575
2024-05-02,21,0.580391
2024-05-02,22,0.516996
2024-05-02,23,0.56816
2024-05-02,24,0.508202
2024-05-04,1,0.526531
2024-05-04,2,0.557561
2024-05-04,3,0.539653
2024-05-04,4,0.595201
2024-05-04,5,0.572754
2024-05-04,6,0.529779
2024-05-04,7,0.517758
2024-05-04,8,0.474432
2024-05-04,9,0.547871
2024-05-04,10,0.571821
2024-05-04,11,0.557019
2024-05-04,12,0.561283
2024-05-04,13,0.537916
2024-05-04,14,0.532724
2024-05-04,15,0.556186
2024-05-04,16,0.50155
2024-05-04,17,0.529494
2024-05-04,18,0.491687
2024-05-04,19,0.532525
2024-05-04,20,0.505595
2024-05-04,21,0.523547
2024-05-04,22,0.479062
2024-05-04,23,0.530896
2024-05-04,24,0.512474
2024-05-06,1,0.542799
2024-05-06,2,0.536701
2024-05-06,3,0.51717
2024-05-06,4,0.580529
2024-05-06,5,0.567569
2024-05-06,6,0.48219
2024-05-06,7,0.503888
2024-05-06,8,0.531285
2024-05-06,9,0.540552
2024-05-06,10,0.494682
2024-05-06,11,0.537282
2024-05-06,12,0.544524
2024-05-06,13,0.539579
2024-05-06,14,0.595771
2024-05-06,15,0.55078
2024-05-06,16,0.514122
2024-05-06,17,0.51867
2024-05-06,18,0.519089
2024-05-06,19,0.534836
2024-05-06,20,0.512771
2024-05-06,21,0.502876
2024-05-06,22,0.512846
2024-05-06,23,0.561301
2024-05-06,24,0.539442
2024-05-08,1,0.534817
2024-05-08,2,0.535833
2024-05-08,3,0.582018
2024-05-08,4,0.588685
2024-05-08,5,0.515172
2024-05-08,6,0.487865
2024-05-08,7,0.481168
2024-05-08,8,0.522615
2024-05-08,9,0.526438
2024-05-08,10,0.505829
2024-05-08,11,0.567962
2024-05-08,12,0.515267
2024-05-08,13,0.549512
2024-05-08,14,0.533021
2024-05-08,15,0.509531
2024-05-08,16,0.501077
2024-05-08,17,0.508387
2024-05-08,18,0.501238
2024-05-08,19,0.482642
2024-05-08,20,0.526828
2024-05-08,21,0.526816
2024-05-08,22,0.53206
2024-05-08,23,0.516659
2024-05-08,24,0.501732
2024-05-11,1,0.536507
2024-05-11,2,0.554608
2024-05-11,3,0.52278
2024-05-11,4,0.595719
2024-05-11,5,0.545204
2024-05-11,6,0.534355
2024-05-11,7,0.572499
2024-05-11,8,0.52063
2024-05-11,9,0.514846
2024-05-11,10,0.542133
2024-05-11,11,0.48678
2024-05-11,12,0.562342
2024-05-11,13,0.547212
2024-05-11,14,0.579097
2024-05-11,15,0.532414
2024-05-11,16,0.501248
2024-05-11,17,0.487496
2024-05-11,18,0.490781
2024-05-11,19,0.509118
2024-05-11,20,0.516011
2024-05-11,21,0.507293
2024-05-11,22,0.540567
2024-05-11,23,0.555587
2024-05-11,24,0.520885
2024-05-13,1,0.516034
2024-05-13,2,0.540091
2024-05-13,3,0.505711
2024-05-13,4,0.54658
2024-05-13,5,0.521966
2024-05-13,6,0.516838
2024-05-13,7,0.529745
2024-05-13,8,0.495414
2024-05-13,9,0.499503
2024-05-13,10,0.518747
2024-05-13,11,0.542263
2024-05-13,12,0.506475
2024-05-13,13,0.556317
2024-05-13,14,0.557127
2024-05-13,15,0.534448
2024-05-13,16,0.487901
2024-05-13,17,0.459802
2024-05-13,18,0.515712
2024-05-13,19,0.536822
2024-05-13,20,0.525192
2024-05-13,21,0.516159
2024-05-13,22,0.535593
2024-05-13,23,0.492375
2024-05-13,24,0.5019
2024-05-14,1,0.523696
2024-05-14,2,0.571964
2024-05-14,3,0.531472
2024-05-14,4,0.519433
2024-05-14,5,0.547302
2024-05-14,6,0.538235
2024-05-14,7,0.504967
2024-05-14,8,0.520357
2024-05-14,9,0.544368
2024-05-14,10,0.522685
2024-05-14,11,0.530088
2024-05-14,12,0.561926
2024-05-14,13,0.542244
2024-05-14,14,0.526286
2024-05-14,15,0.542278
2024-05-14,16,0.536759
2024-05-14,17,0.495811
2024-05-14,18,0.503091
2024-05-14,19,0.529866
2024-05-14,20,0.525976
2024-05-14,21,0.514703
2024-05-14,22,0.516385
2024-05-14,23,0.534898
2024-05-14,24,0.525966
2024-05-15,1,0.476007
2024-05-15,2,0.512748
2024-05-15,3,0.530525
2024-05-15,4,0.554958
2024-05-15,5,0.588132
2024-05-15,6,0.526563
2024-05-15,7,0.503589
2024-05-15,8,0.499717
2024-05-15,9,0.524567
2024-05-15,10,0.551472
2024-05-15,11,0.500596
2024-05-15,12,0.547375
2024-05-15,13,0.579631
2024-05-15,14,0.554575
2024-05-15,15,0.522529
2024-05-15,16,0.507571
2024-05-15,17,0.527725
2024-05-15,18,0.465479
2024-05-15,19,0.523144
2024-05-15,20,0.535327
2024-05-15,21,0.526107
2024-05-15,22,0.513215
2024-05-15,23,0.51309
2024-05-15,24,0.51851
2024-05-16,1,0.55044
2024-05-16,2,0.523767
2024-05-16,3,0.535934
2024-05-16,4,0.588003
2024-05-16,5,0.560402
2024-05-16,6,0.571574
2024-05-16,7,0.501774
2024-05-16,8,0.508648
2024-05-16,9,0.570562
2024-05-16,10,0.533261
2024-05-16,11,0.548453
2024-05-16,12,0.553519
2024-05-16,13,0.524423
2024-05-16,14,0.574846
2024-05-16,15,0.516863
2024-05-16,16,0.507554
2024-05-16,17,0.528175
2024-05-16,18,0.573807
2024-05-16,19,0.506363
2024-05-16,20,0.516013
2024-05-16,21,0.517393
2024-05-16,22,0.484492
2024-05-16,23,0.52939
2024-05-16,24,0.519117
2024-05-17,1,0.509566
2024-05-17,2,0.564739
2024-05-17,3,0.586494
2024-05-17,4,0.559378
2024-05-17,5,0.570564
2024-05-17,6,0.504109
2024-05-17,7,0.513493
2024-05-17,8,0.502745
2024-05-17,9,0.507561
2024-05-17,10,0.533758
2024-05-17,11,0.523668
2024-05-17,12,0.555227
2024-05-17,13,0.540366
2024-05-17,14,0.553448
2024-05-17,15,0.513133
2024-05-17,16,0.501162
2024-05-17,17,0.492392
2024-05-17,18,0.504844
2024-05-17,19,0.535168
2024-05-17,20,0.542336
2024-05-17,21,0.547493
2024-05-17,22,0.526867
2024-05-17,23,0.531119
2024-05-17,24,0.504307
2024-05-20,1,0.520363
2024-05-20,2,0.547736
2024-05-20,3,0.542042
2024-05-20,4,0.564669
2024-05-20,5,0.548652
2024-05-20,6,0.544941
2024-05-20,7,0.524731
2024-05-20,8,0.522049
2024-05-20,9,0.535512
2024-05-20,10,0.530928
2024-05-20,11,0.535354
2024-05-20,12,0.524936
2024-05-20,13,0.554113
2024-05-20,14,0.554654
2024-05-20,15,0.538036
2024-05-20,16,0.532345
2024-05-20,17,0.547714
2024-05-20,18,0.503091
2024-05-20,19,0.497851
2024-05-20,20,0.530942
2024-05-20,21,0.558491
2024-05-20,22,0.52337
2024-05-20,23,0.534279
2024-05-20,24,0.525055
2024-05-22,1,0.480514
2024-05-22,2,0.536778
2024-05-22,3,0.592528
2024-05-22,4,0.570519
2024-05-22,5,0.551147
2024-05-22,6,0.521193
2024-05-22,7,0.489824
2024-05-22,8,0.511824
2024-05-22,9,0.499795
2024-05-22,10,0.536405
2024-05-22,11,0.532047
2024-05-22,12,0.523021
2024-05-22,13,0.561078
2024-05-22,14,0.524267
2024-05-22,15,0.548764
2024-05-22,16,0.520535
2024-05-22,17,0.510029
2024-05-22,18,0.523689
2024-05-22,19,0.50375
2024-05-22,20,0.493349
2024-05-22,21,0.555342
2024-05-22,22,0.512557
2024-05-22,23,0.515972
2024-05-22,24,0.526885
2024-05-25,1,0.536707
2024-05-25,2,0.520634
2024-05-25,3,0.561935
2024-05-25,4,0.538529
2024-05-25,5,0.564662
2024-05-25,6,0.558387
2024-05-25,7,0.508128
2024-05-25,8,0.506257
2024-05-25,9,0.545275
2024-05-25,10,0.539482
2024-05-25,11,0.516085
2024-05-25,12,0.55803
2024-05-25,13,0.549401
2024-05-25,14,0.538603
2024-05-25,15,0.556635
2024-05-25,16,0.504979
2024-05-25,17,0.499997
2024-05-25,18,0.539674
2024-05-25,19,0.505933
2024-05-25,20,0.530697
2024-05-25,21,0.525761
2024-05-25,22,0.503262
2024-05-25,23,0.498401
2024-05-25,24,0.513473
